,11213,TCI Chemicals,Materials Innovation Factory,63262-06-6,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"1,4-Dibromo-2,5-diiodobenzene",,,,Thomas Fellowes (thomas.fellows),,,,D3904,,96%,5g,5,g,5g,5,5,g,,,,,,,,,,0,,487.697998
,11208,Fluorochem,Materials Innovation Factory,149703-84-4,,20/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H335,GHS_07,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"2,5-Dibromo-3-octylthiophene",,,,Thomas Fellowes (thomas.fellows),,,P264;P302 + P352;P304 + P340;P332 + P313;P337 + P313;P351,201459,,,5 g,5,g,,5,,g,Warning,,Liquid,,,,,,,,,354.151001
,11212,TCI America,Materials Innovation Factory,214360-73-3,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"4-(4,4,5,5-Tetramethyl-1,3,2-dioxaborolan-2-yl)aniline",,,,Thomas Fellowes (thomas.fellows),,,,T1951,,,5g,5,g,5g,5,5,g,,,Solid,,,,,,,,,219.09
,11220,TCI America,Materials Innovation Factory,96-48-0,,20/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 2A)",,H302;H319,GHS_07,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,?-Butyrolactone,,,,Thomas Fellowes (thomas.fellows),,,,B0767,,,25ml,25,ml,25 ml,25,25,ml,Warning,,Liquid,,,,,,,,,86.08999634
,11216,Sigma-Aldrich,Materials Innovation Factory,7787-64-6,,20/10/2021,,Cooper Group,Skin corrosion/irritation (Category 1B),,H314,GHS_05,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,Bismuth(III) iodide,,,,Thomas Fellowes (thomas.fellows),III,,P280;P305 + P351 + P338;P310,229474,,,10 g,10,g,,10,,g,Danger,,Solid,,,,8,,,3260,,589.69
,11245,Sigma-Aldrich,Materials Innovation Factory,1193-21-1,,20/10/2021,,Cooper Group,Skin corrosion/irritation (Category 1B),,H314,GHS_05,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),MKBD1370,"4,6-Dichloropyrimidine",,,,Thomas Fellowes (thomas.fellows),II,,P280;P305 + P351 + P338;P310,145378,,,10 g,10,g,,10,,g,Danger,,Solid,ROOM,,,8,,,3263,,148.98
,11244,Sigma-Aldrich,Materials Innovation Factory,534-17-8,,20/10/2021,,Cooper Group,"Eye irritation (Category 1);Specific target organ toxicity - single exposure (Category 3, H335)",,H318;H335,GHS_05;GHS_07,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),BCCF0257,Cesium carbonate,,,,Thomas Fellowes (thomas.fellows),,,P280;P310,441902,,99%,50 g,50,g,,50,,g,Danger,,Solid,ROOM,,,,,,0,,325.82
,11249,TCI Chemicals,Materials Innovation Factory,4774-14-5,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"2,6-Dichloropyrazine",,,,Thomas Fellowes (thomas.fellows),,,,D1867,,,25g,25,g,25g,25,25,g,,,,,,,,,,,,148.9799957
,11248,TCI Chemicals,Materials Innovation Factory,108-73-6,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,Phloroglucinol Anhydrous,,,,Thomas Fellowes (thomas.fellows),,,,P0249,,,25g,25,g,25g,25,25,g,,,Solid,ROOM,,,,,,,,126.1110001
,11240,TCI America,Materials Innovation Factory,6424-77-7,,20/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"N,N'-Bis(4-methoxyphenyl)-3,4,9,10-perylenetetracarboxylic Diimide",,,,Thomas Fellowes (thomas.fellows),,,,B2892,,,1g,1,g,1g,1,1,g,,,Solid,,,,,,,,,602.6
,11241,European pharmacopoeia reference standard,Materials Innovation Factory,,,20/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,Phloroglucinol (anhydrous),,,,Thomas Fellowes (thomas.fellows),,,,Y0000493,,,220mg,220,mg,220mg,0.22,0.22,g,,,,,,,,,,,,
,10450,Sigma-Aldrich,Materials Innovation Factory,100-66-3,,19/10/2021,,Cooper Group,"Flammable liquids (Category 3);Specific target organ toxicity - single exposure (Category 3, H336)",EUH066,H226;H336,GHS_02;GHS_07,Synthetic Laboratory,Box 2,Cupboard 2 > Box 2,SHBL8221,Anisole,,,,Thomas Fellowes (thomas.fellows),III,,P210;P233;P240;P241;P242;P243,296295,,99.7%,100 ml,100,ml,,100,,ml,Warning,,Liquid,ROOM,,,3,,,2222,,108.14
,10456,Fluorochem,Materials Innovation Factory,13820-40-1,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H335,GHS_07,Synthetic Laboratory,Box 2,Cupboard 2 > Box 2,,Ammonium tetrachloropalladate(II),,,,Thomas Fellowes (thomas.fellows),,,P264;P302 + P352;P304 + P340;P332 + P313;P337 + P313;P351,235634,,,1g,1,g,1g,1,1,g,Warning,,Solid,,,,,,,,,284.3099976
,11630,Sigma-Aldrich,Materials Innovation Factory,,,15/11/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,Sigma Aldrich Fine Chemicals Biosciences�HEXANE ANHYDROUS,,,,Thomas Fellowes (thomas.fellows),,,,NC1040064,,,1L,1,l,1L,1000,1000,ml,,,,,,,,,,,,
,11631,Sigma-Aldrich,Materials Innovation Factory,120-80-9,,15/11/2021,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 3);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Acute toxicity, Inhalation (Category 4);Germ cell mutagenicity (Category 2);Carcinogenicity (Category 1A)",,H301;H311;H315;H317;H319;H332;H341;H350,GHS_06;GHS_08,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,"1,2-Dihydroxybenzene",Flammability: 1; Health: 3; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),III,,P201;P261;P264;P280;P301 + P310;P302 + P352;P304 + P340;P308 + P313;P312;P330;P333 + P313;P337 + P313,135011,,,100g,100,g,100g,100,100,g,Danger,,Solid,ROOM,,,6.1,,,2811,,110.1119995
,11590,Sigma-Aldrich,Materials Innovation Factory,10294-34-5,,19/11/2021,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Inhalation (Category 2);Specific target organ toxicity - single exposure (Category 3, H336);Carcinogenicity (Category 2)",,H301;H330;H336;H351,GHS_06;GHS_08,Synthetic Laboratory,Shelf 2,Fridge 2 > Shelf 2,,Boron trichloride solution,,,,Thomas Fellowes (thomas.fellows),II,,P201;P202;P260;P264;P270;P271;P280;P284;P301 + P310;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P308 + P313;P310;P330;P363;P403 + P233;P405;P501,178934,,,25 ml,25,ml,,25,,ml,Danger,,Liquid,FRIDGE,,,8,6.1,,2922,,117.17
,11593,Sigma-Aldrich,Materials Innovation Factory,10294-34-5,,19/11/2021,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Inhalation (Category 2);Specific target organ toxicity - single exposure (Category 3, H336);Carcinogenicity (Category 2)",,H301;H330;H336;H351,GHS_06;GHS_08,Synthetic Laboratory,Shelf 2,Fridge 2 > Shelf 2,,Boron trichloride solution,,,,Thomas Fellowes (thomas.fellows),II,,P201;P202;P260;P264;P270;P271;P280;P284;P301 + P310;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P308 + P313;P310;P330;P363;P403 + P233;P405;P501,178934,,,25 ml,25,ml,25 ml,25,25,ml,Danger,,Liquid,FRIDGE,,,8,6.1,,2922,,117.17
,11591,Sigma-Aldrich,Materials Innovation Factory,10294-34-5,,19/11/2021,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Inhalation (Category 2);Specific target organ toxicity - single exposure (Category 3, H336);Carcinogenicity (Category 2)",,H301;H330;H336;H351,GHS_06;GHS_08,Synthetic Laboratory,Shelf 2,Fridge 2 > Shelf 2,,Boron trichloride solution,,,,Thomas Fellowes (thomas.fellows),II,,P201;P202;P260;P264;P270;P271;P280;P284;P301 + P310;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P308 + P313;P310;P330;P363;P403 + P233;P405;P501,178934,,,25 ml,25,ml,25 ml,25,25,ml,Danger,,Liquid,FRIDGE,,,8,6.1,,2922,,117.17
,11592,Sigma-Aldrich,Materials Innovation Factory,10294-34-5,,19/11/2021,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Inhalation (Category 2);Specific target organ toxicity - single exposure (Category 3, H336);Carcinogenicity (Category 2)",,H301;H330;H336;H351,GHS_06;GHS_08,Synthetic Laboratory,Shelf 2,Fridge 2 > Shelf 2,,Boron trichloride solution,,,,Thomas Fellowes (thomas.fellows),II,,P201;P202;P260;P264;P270;P271;P280;P284;P301 + P310;P301 + P330 + P331;P303 + P361 + P353;P304 + P340;P308 + P313;P310;P330;P363;P403 + P233;P405;P501,178934,,,25 ml,25,ml,25 ml,25,25,ml,Danger,,Liquid,FRIDGE,,,8,6.1,,2922,,117.17
,11628,Sigma-Aldrich,Materials Innovation Factory,121-44-8,,24/11/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Bases FC10,Bases FC10,,Triethylamine,Flammability: 3; Health: 3; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),II,,,471283-100ML,,99%,100 ml,100,ml,100 ml,100,100,ml,,,Liquid,ROOM,,,3,8,,1296,,101.1930008
,11632,Sigma-Aldrich,Materials Innovation Factory,121-44-8,,24/11/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Bases FC10,Bases FC10,,Triethylamine,Flammability: 3; Health: 3; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),II,,,471283-100ML,,99%,100 ml,100,ml,100 ml,100,100,ml,,,Liquid,ROOM,,,3,8,,1296,,101.1930008
,11629,Sigma-Aldrich,Materials Innovation Factory,121-44-8,,24/11/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Bases FC10,Bases FC10,,Triethylamine,Flammability: 3; Health: 3; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),II,,,471283-100ML,,99%,100 ml,100,ml,100 ml,100,100,ml,,,Liquid,ROOM,,,3,8,,1296,,101.1930008
,11633,Sigma-Aldrich,Materials Innovation Factory,121-44-8,,24/11/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Bases FC10,Bases FC10,,Triethylamine,Flammability: 3; Health: 3; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),II,,,471283-100ML,,99%,100 ml,100,ml,100 ml,100,100,ml,,,Liquid,ROOM,,,3,8,,1296,,101.1930008
,11626,Sigma-Aldrich,Materials Innovation Factory,24424-99-5,,24/11/2021,,Cooper Group,"Flammable liquids (Category 3);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A);Acute toxicity, Inhalation (Category 2)",,H226;H315;H317;H319;H330,GHS_02;GHS_06,Synthetic Laboratory,Fridge 1,Fridge 1,,Di-tert-butyl dicarbonate,,,,Thomas Fellowes (thomas.fellows),II,,P210;P233;P240;P241;P242;P243;P260;P264;P271;P272;P280;P284;P303 + P361 + P353;P304 + P340;P305 + P351 + P338;P310;P333 + P313;P337 + P313;P362;P370 + P378;P403 + P233;P403 + P235;P405;P501,34660-25g-f,,,25g,25,g,25g,25,25,g,Danger,,Liquid,FRIDGE,,,6.1,,,2929,,218.25
,11627,Sigma-Aldrich,Materials Innovation Factory,17573-94-3,,24/11/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2A);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H317;H319;H335,GHS_07,Synthetic Laboratory,Box 1,Fridge 1 > Box 1,,"4-Ethynyl-N,N-dimethylaniline",,,,Thomas Fellowes (thomas.fellows),,,P261;P264;P271;P272;P280;P302 + P352;P304 + P340;P305 + P351 + P338;P312;P321;P333 + P313;P337 + P313;P362;P403 + P233;P405;P501,592609-5g,,,5 g,5,g,5 g,5,5,g,Warning,,Solid,FRIDGE,,,,,,0,,145.2
,11597,Sigma-Aldrich,Materials Innovation Factory,93-04-9,,02/12/2021,,Cooper Group,"Hazardous to the aquatic environment, long-term (chronic), (Category 2)",,H319;H411,GHS_09,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,2-Methoxynaphthalene,,,,Thomas Fellowes (thomas.fellows),III,,P264;P273;P280;P305 + P351 + P338;P337 + P313;P391;P501,148245,,,100g,100,g,100g,100,100,g,,,Solid,ROOM,,,9,,,3077,,158.1999969
,11596,Sigma-Aldrich,Materials Innovation Factory,16867-04-2,,02/12/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 5,Cupboard 4 > Box 5,STBK2335,"2,3-Dihydroxypyridine",,,,Thomas Fellowes (thomas.fellows),,,,122505,,95%,25 g,25,g,25 g,25,25,g,,,Solid,,,,,,,0,,111.0999985
,11595,TCI America,Materials Innovation Factory,4877-80-9,,02/12/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,"2,3,6,7,10,11-Hexahydroxytriphenylene Hydrate",Flammability: 0; Health: 1; Instability/reactivity: 0,,,Thomas Fellowes (thomas.fellows),,,,H0907,,,1g,1,g,1g,1,1,g,,,Solid,,,,,,,0,,324.2879944
,10457,Sigma-Aldrich,Materials Innovation Factory,498-07-7,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 2,Cupboard 2 > Box 2,,"1,6-Anhydro-?-D-glucose",,,,Thomas Fellowes (thomas.fellows),,,,316555-1g,,,1 g,1,g,1 g,1,1,g,,,Solid,,,,,,,0,,162.14
,10451,Sigma-Aldrich,Materials Innovation Factory,56-41-7,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 2,Cupboard 2 > Box 2,,L-Alanine,,,,Thomas Fellowes (thomas.fellows),,,,05129,,,25g,25,g,25g,25,25,g,,,Solid,,,,,,,0,,89.09
,10452,TCI America,Materials Innovation Factory,492-97-7,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 8,Cupboard 2 > Box 8,,"2,2'-Bithiophene",,,,Thomas Fellowes (thomas.fellows),,,,B1276,,,1g,1,g,1g,1,1,g,,,Solid,,,,,,,,,166.26
,10498,Sigma-Aldrich,Materials Innovation Factory,50-32-8,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 8,Cupboard 2 > Box 8,,benzo[a]pyrene,,,,Thomas Fellowes (thomas.fellows),,,,SAFSB1760-100MG,,,100 mg,100,mg,100 mg,0.1,0.1,g,,,Solid,,,,,,,,,162.2319946
,10500,TimCal Graphite & Carbon,Materials Innovation Factory,,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 5,Cupboard 1 > Box 5,,Conductive carbon black C65,,,,Thomas Fellowes (thomas.fellows),,,,657 2301,,,100g,100,g,100g,100,100,g,,,,,,,,,,0,,
,10501,TimCal Graphite & Carbon,Materials Innovation Factory,,,19/10/2021,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 5,Cupboard 1 > Box 5,,Conductive carbon black C65,,,,Thomas Fellowes (thomas.fellows),,,,657 2301,,,100g,100,g,100g,100,100,g,,,,,,,,,,0,,
,10499,TCI America,Materials Innovation Factory,66-98-8,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 8,Cupboard 2 > Box 8,,"4,4'-Biphenyldicarboxaldehyde",,,,Thomas Fellowes (thomas.fellows),,,,B2854,,,5g,5,g,5g,5,5,g,,,Solid,ROOM,,,,,,,,210.23
,10503,Fluorochem,Materials Innovation Factory,460-00-4,,19/10/2021,,Cooper Group,"Flammable liquids (Category 3);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H315;H335,GHS_02;GHS_07,Synthetic Laboratory,Box 8,Cupboard 2 > Box 8,,1-Bromo-4-fluorobenzene,,,,Thomas Fellowes (thomas.fellows),III,,P260;P280;P304 + P340;P351;P361;P370 + P378,001225,,,100g,100,g,100g,100,100,g,Warning,,Liquid,ROOM,,,3,,,1993,,175
,10502,TCI America,Materials Innovation Factory,492-97-7,,19/10/2021,,Cooper Group,Not hazardous,,,,Synthetic Laboratory,Box 8,Cupboard 2 > Box 8,,"2,2'-Bithiophene",,,,Thomas Fellowes (thomas.fellows),,,,B1276,,,1g,1,g,1g,1,1,g,,,Solid,,,,,,,,,166.26
